id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,y
17200,29.0,9,2,1,0,246.0,1,0,0,8,8,126.0,1.0,,0,3,0
14961,58.0,5,1,0,0,870.0,0,1,0,2,3,79.0,1.0,208.0,1,1,0
22223,47.0,4,1,2,0,668.0,1,0,0,12,8,344.0,1.0,309.0,6,0,0
17978,36.0,1,2,0,0,738.0,1,0,0,16,0,114.0,2.0,304.0,2,0,0
11904,31.0,1,1,1,0,207.0,0,1,0,22,5,515.0,1.0,,0,3,0
30142,32.0,4,2,2,0,607.0,0,0,0,7,1,467.0,3.0,,0,3,0
24212,58.0,9,1,1,0,589.0,1,0,0,2,3,231.0,1.0,76.0,4,0,0
29147,45.0,0,1,1,0,5348.0,1,1,0,21,10,200.0,1.0,,0,3,1
16803,36.0,4,1,2,0,-270.0,1,0,0,16,5,339.0,3.0,,0,3,0
27590,45.0,7,0,1,0,208.0,0,1,0,12,8,92.0,2.0,,0,3,0
24809,46.0,1,2,0,0,289.0,0,0,0,29,4,312.0,1.0,,0,3,0
23314,56.0,1,1,1,0,1517.0,1,1,0,21,9,25.0,2.0,179.0,3,1,0
30643,34.0,0,2,1,0,,0,0,0,7,2,187.0,1.0,196.0,2,0,0
5589,39.0,4,1,2,0,2013.0,0,0,0,20,1,203.0,5.0,,0,3,0
12733,44.0,1,2,0,0,31.0,1,0,0,30,8,383.0,17.0,,0,3,0
3923,60.0,5,1,0,0,3403.0,1,0,0,5,1,501.0,3.0,,0,3,1
6601,42.0,4,1,2,0,959.0,1,0,1,13,8,86.0,3.0,,0,3,0
10425,31.0,4,2,2,0,516.0,1,0,0,6,3,151.0,5.0,,0,3,0
20531,30.0,1,1,0,0,23.0,0,1,0,5,3,137.0,2.0,,0,3,0
8036,46.0,4,1,2,0,59.0,0,0,1,7,8,388.0,2.0,339.0,7,0,0
24907,27.0,1,2,1,0,-193.0,0,0,0,18,5,592.0,7.0,,0,3,0
708,59.0,0,0,1,0,443.0,0,0,0,28,5,389.0,4.0,,0,3,0
2225,43.0,1,2,1,0,586.0,0,0,0,28,4,584.0,3.0,,0,3,0
4937,34.0,3,1,0,0,0.0,0,0,0,18,1,64.0,3.0,,0,3,0
697,33.0,4,1,2,0,2122.0,1,0,0,20,0,57.0,1.0,273.0,3,0,0
22476,29.0,8,2,1,0,2.0,0,0,0,20,0,94.0,1.0,,0,3,0
16013,34.0,1,1,0,0,-89.0,1,0,0,9,8,376.0,2.0,,0,3,0
223,31.0,1,1,1,0,2488.0,0,0,0,28,4,306.0,2.0,,0,3,0
7859,36.0,7,1,1,0,2133.0,0,0,0,5,6,234.0,1.0,,0,3,0
19938,27.0,1,2,0,0,140.0,0,0,0,3,5,436.0,1.0,,0,3,0
16266,30.0,6,1,1,0,-2.0,0,0,0,18,1,90.0,7.0,,0,3,0
14691,37.0,1,1,1,0,399.0,1,0,0,8,8,77.0,1.0,367.0,2,0,0
19283,44.0,7,0,1,0,420.0,1,0,0,6,8,26.0,1.0,,0,3,0
17405,47.0,10,1,1,0,3360.0,0,0,0,9,6,226.0,4.0,,0,3,1
16174,30.0,4,2,1,0,14.0,0,0,0,26,1,174.0,2.0,,0,3,0
807,38.0,4,1,2,0,486.0,1,0,0,21,9,199.0,1.0,106.0,5,0,0
11020,30.0,0,2,1,0,713.0,1,1,0,4,6,342.0,2.0,,0,3,0
15037,38.0,1,0,1,0,3102.0,1,0,0,16,0,176.0,1.0,147.0,1,0,0
27257,36.0,7,1,1,0,4719.0,0,0,0,9,6,151.0,1.0,92.0,5,2,1
6054,53.0,9,1,1,0,8859.0,0,0,0,19,9,454.0,2.0,,0,3,0
26514,47.0,0,0,2,0,569.0,1,0,0,14,8,216.0,1.0,,0,3,0
18802,39.0,9,1,1,0,2154.0,0,0,0,30,7,379.0,2.0,181.0,2,0,0
3032,52.0,6,1,2,0,2579.0,1,0,0,19,9,148.0,5.0,,0,3,0
974,37.0,9,1,1,0,513.0,1,0,0,30,0,597.0,1.0,,0,3,1
19159,61.0,1,1,0,0,-2.0,0,0,0,25,1,126.0,5.0,,0,3,0
27650,47.0,7,1,1,0,976.0,1,1,0,15,8,531.0,2.0,,0,3,0
15882,24.0,9,1,1,0,132.0,1,0,0,7,8,245.0,3.0,,0,3,0
18202,46.0,4,2,2,0,148.0,1,0,0,29,4,68.0,2.0,248.0,38,0,0
936,48.0,0,2,1,0,1547.0,1,0,1,30,6,264.0,1.0,450.0,2,0,1
14321,34.0,9,1,1,0,50.0,1,1,0,22,5,92.0,2.0,,0,3,0
11226,33.0,9,0,1,0,645.0,1,0,0,30,8,302.0,3.0,,0,3,0
21357,40.0,9,1,2,0,-2.0,1,0,0,14,5,878.0,7.0,,0,3,1
29432,35.0,9,2,1,0,486.0,1,0,0,27,8,182.0,1.0,,0,3,0
9040,27.0,9,2,2,0,853.0,0,0,0,28,1,92.0,4.0,,0,3,0
18481,,1,1,1,0,686.0,1,0,0,14,8,244.0,2.0,,0,3,0
11709,37.0,9,1,1,1,33.0,1,0,0,11,1,48.0,4.0,,0,3,0
28779,27.0,4,2,2,0,380.0,0,1,0,31,5,54.0,7.0,,0,3,0
21674,32.0,4,2,2,0,5.0,0,0,0,5,3,17.0,5.0,,0,3,0
16575,52.0,9,0,2,0,729.0,0,0,0,16,6,624.0,1.0,,0,3,0
15733,39.0,7,1,1,0,306.0,1,1,0,9,8,328.0,1.0,,0,3,0
27350,29.0,4,2,2,0,1803.0,0,0,0,30,0,302.0,1.0,,0,3,1
2018,34.0,7,2,1,0,1409.0,1,0,0,14,0,272.0,3.0,,0,3,0
18340,39.0,1,2,1,0,407.0,1,0,0,5,8,205.0,1.0,,0,3,0
28811,33.0,1,0,1,0,634.0,1,0,0,16,6,1401.0,2.0,,0,3,1
28043,41.0,0,1,1,0,5091.0,1,0,0,13,0,436.0,2.0,,0,3,0
16889,53.0,5,1,0,0,2011.0,0,1,0,6,6,171.0,1.0,,0,3,0
8092,35.0,4,1,2,0,1322.0,1,0,0,7,1,106.0,2.0,,0,3,0
9607,45.0,6,1,1,0,938.0,1,0,0,6,8,219.0,1.0,,0,3,0
7388,34.0,9,2,1,0,1274.0,1,0,0,21,10,350.0,3.0,91.0,10,2,1
13760,36.0,10,2,1,0,356.0,1,0,0,30,8,453.0,2.0,,0,3,0
28304,39.0,7,0,0,1,-476.0,0,0,0,20,6,39.0,5.0,,0,3,0
11922,30.0,1,2,1,0,0.0,1,0,0,29,8,106.0,4.0,,0,3,0
30590,25.0,0,2,1,0,711.0,1,0,0,6,8,225.0,1.0,,0,3,0
733,57.0,1,0,1,0,1775.0,0,1,0,5,3,14.0,9.0,,0,3,0
9978,44.0,3,1,0,0,1.0,0,1,0,11,5,80.0,2.0,,0,3,0
17250,68.0,5,1,0,0,12763.0,0,0,1,4,1,131.0,2.0,,0,3,0
28126,54.0,9,0,1,0,907.0,1,0,0,3,6,189.0,2.0,,0,3,0
24583,51.0,3,1,1,0,385.0,0,0,0,11,7,215.0,2.0,,0,3,1
18791,41.0,1,1,0,0,972.0,1,0,0,13,8,702.0,1.0,,0,3,0
14489,31.0,9,2,1,0,3.0,0,0,0,22,1,219.0,1.0,,0,3,0
6994,34.0,10,1,1,0,1766.0,0,0,0,11,6,581.0,2.0,,0,3,1
8362,29.0,7,2,1,0,3106.0,1,0,0,3,6,371.0,2.0,,0,3,0
14265,,9,1,1,0,710.0,1,0,0,6,8,,3.0,,0,3,0
28788,53.0,7,2,1,0,8293.0,0,0,0,26,6,129.0,2.0,,0,3,0
24986,72.0,5,0,0,0,5032.0,0,0,0,4,2,693.0,10.0,,0,3,1
1757,33.0,4,1,2,0,1272.0,0,0,0,19,1,235.0,3.0,,0,3,0
21996,37.0,1,1,1,0,165.0,1,0,0,13,8,138.0,3.0,,0,3,0
6769,41.0,4,1,2,0,-3.0,1,0,0,17,9,125.0,1.0,,0,3,0
16201,26.0,8,2,1,0,747.0,1,0,1,8,0,73.0,2.0,,0,3,0
28529,33.0,1,1,1,0,1401.0,1,1,0,13,0,1102.0,2.0,,0,3,1
19670,41.0,1,1,1,0,3230.0,1,1,0,5,6,159.0,2.0,,0,3,0
22904,31.0,4,2,2,0,1391.0,1,0,0,17,5,640.0,1.0,,0,3,0
28949,,9,0,1,0,42.0,0,0,0,28,8,159.0,6.0,,0,3,0
29019,35.0,10,2,1,0,554.0,1,0,0,9,3,15.0,6.0,,0,3,0
8781,36.0,1,1,2,1,-528.0,1,0,0,21,9,19.0,2.0,,0,3,0
17589,43.0,4,1,1,0,284.0,0,0,0,9,7,692.0,2.0,154.0,3,2,1
22641,34.0,4,1,2,0,3002.0,1,0,0,4,1,175.0,1.0,,0,3,0
20331,28.0,0,1,1,0,282.0,0,0,0,10,1,6.0,1.0,,0,3,0
23342,56.0,4,1,2,0,24.0,1,0,0,16,5,138.0,2.0,,0,3,0
17073,29.0,1,0,1,0,96.0,1,0,0,18,8,288.0,2.0,355.0,4,0,0
25468,52.0,1,1,0,0,345.0,1,0,0,25,5,606.0,5.0,,0,3,1
12559,55.0,4,0,2,0,2170.0,1,1,1,18,9,1035.0,1.0,,0,3,1
14134,32.0,6,1,2,0,35369.0,1,0,0,21,8,69.0,1.0,,0,3,0
27745,57.0,0,2,1,0,742.0,0,0,0,4,8,488.0,3.0,168.0,1,0,0
8033,33.0,0,1,1,0,800.0,1,0,0,23,5,261.0,9.0,,0,3,0
20088,25.0,8,2,1,0,304.0,0,0,0,9,8,195.0,3.0,,0,3,0
17774,73.0,5,1,2,0,450.0,0,0,0,24,7,134.0,1.0,,0,3,1
13259,48.0,4,1,1,0,1461.0,0,1,0,9,5,174.0,1.0,,0,3,0
29986,50.0,4,1,2,0,35.0,0,1,0,22,1,103.0,2.0,,0,3,0
8506,41.0,6,1,1,0,13246.0,0,0,0,9,6,139.0,1.0,,0,3,0
17342,34.0,2,1,2,0,0.0,1,1,0,18,9,75.0,1.0,,0,3,0
3455,37.0,9,1,1,0,320.0,1,0,0,29,4,43.0,1.0,266.0,1,0,0
914,56.0,1,1,0,0,0.0,0,0,0,5,1,326.0,2.0,,0,3,0
4328,52.0,0,1,1,0,0.0,0,0,0,28,1,35.0,28.0,,0,3,0
29800,62.0,5,1,2,0,938.0,0,0,0,28,10,214.0,2.0,,0,3,0
10048,28.0,0,1,1,0,31.0,1,1,0,28,5,740.0,2.0,,0,3,0
7852,34.0,7,1,1,0,1670.0,0,0,0,13,8,240.0,1.0,299.0,2,0,0
21813,36.0,4,2,2,0,223.0,1,0,1,8,8,68.0,1.0,,0,3,0
8619,48.0,0,1,1,0,3.0,1,1,0,26,6,631.0,2.0,,0,3,0
9183,58.0,7,0,1,0,67.0,1,1,0,7,8,265.0,1.0,357.0,4,0,0
14266,39.0,1,1,0,0,568.0,1,0,0,12,8,93.0,3.0,,0,3,0
28852,31.0,7,1,0,0,-3.0,1,0,0,7,8,211.0,2.0,,0,3,0
5967,38.0,4,1,2,0,495.0,0,0,0,5,1,172.0,3.0,97.0,2,2,1
30393,50.0,0,0,2,0,433.0,1,0,0,17,0,337.0,1.0,,0,3,0
29430,46.0,1,1,0,0,3750.0,1,0,0,13,0,232.0,5.0,,0,3,0
12883,32.0,9,1,2,0,,0,0,0,29,8,57.0,5.0,,0,3,0
11103,26.0,1,2,1,0,909.0,1,0,0,27,8,593.0,2.0,,0,3,0
15040,33.0,9,1,2,0,1573.0,1,0,0,8,7,275.0,4.0,286.0,1,0,1
29343,38.0,4,1,2,0,1087.0,0,0,0,5,1,722.0,1.0,,0,3,1
20966,32.0,8,2,1,0,-2.0,1,0,0,19,9,666.0,1.0,,0,3,0
17706,46.0,6,1,1,0,156.0,0,0,0,20,0,281.0,1.0,,0,3,0
20208,45.0,9,1,1,0,4.0,0,1,0,20,9,187.0,1.0,,0,3,0
15558,56.0,5,1,0,0,230.0,0,1,0,21,9,353.0,2.0,113.0,5,0,0
16315,61.0,4,1,2,0,5107.0,0,0,1,10,1,264.0,3.0,,0,3,0
19752,44.0,0,1,1,0,137.0,1,1,0,29,8,99.0,3.0,,0,3,0
17546,46.0,4,1,1,0,2899.0,0,0,0,2,5,304.0,2.0,88.0,5,0,0
1680,23.0,1,2,1,0,4.0,0,0,0,4,6,265.0,2.0,,0,3,0
27304,42.0,4,1,2,0,427.0,1,0,0,30,5,138.0,24.0,,0,3,0
18238,44.0,4,1,1,0,795.0,1,1,0,17,9,561.0,2.0,,0,3,0
28651,37.0,1,1,0,0,466.0,1,0,0,16,8,382.0,1.0,,0,3,0
26099,44.0,9,1,2,0,155.0,0,0,0,26,6,157.0,1.0,,0,3,0
24415,45.0,1,1,1,0,2348.0,0,0,0,17,9,169.0,1.0,,0,3,0
2379,35.0,1,1,0,0,362.0,1,0,0,9,8,170.0,3.0,,0,3,0
28465,25.0,10,2,2,0,495.0,1,0,0,24,5,1610.0,6.0,,0,3,1
28524,28.0,1,2,2,0,4125.0,1,0,1,21,9,30.0,4.0,,0,3,0
160,30.0,1,2,1,0,181.0,1,0,0,15,8,175.0,1.0,,0,3,0
19881,35.0,9,1,2,0,8076.0,1,0,0,20,9,288.0,2.0,,0,3,0
17569,53.0,4,2,1,0,241.0,1,0,1,17,9,136.0,3.0,131.0,4,0,0
3020,29.0,9,1,2,0,76.0,1,0,0,29,4,174.0,1.0,,0,3,0
5756,42.0,4,2,1,0,1011.0,0,0,0,9,6,431.0,1.0,,0,3,0
4078,44.0,0,2,1,0,57.0,1,0,0,23,8,54.0,1.0,,0,3,0
2509,32.0,9,2,1,0,394.0,1,0,0,14,5,250.0,2.0,,0,3,0
26549,46.0,4,1,1,0,400.0,0,0,0,11,6,399.0,6.0,,0,3,0
14732,47.0,9,2,1,0,18.0,1,0,0,25,1,83.0,3.0,,0,3,0
7635,44.0,4,1,2,0,200.0,0,0,0,16,6,199.0,4.0,,0,3,0
580,50.0,7,1,1,0,324.0,0,0,1,21,2,304.0,3.0,315.0,4,2,1
1725,48.0,0,1,1,0,-3.0,1,1,0,29,5,62.0,7.0,,0,3,0
18729,53.0,9,0,1,0,692.0,1,0,0,6,1,171.0,4.0,,0,3,0
20074,30.0,4,2,2,0,9314.0,0,0,0,2,9,76.0,3.0,,0,3,0
27663,32.0,1,1,1,0,550.0,1,0,0,29,4,110.0,1.0,,0,3,0
29331,34.0,1,1,0,0,-287.0,1,0,0,18,8,19.0,2.0,349.0,2,1,0
3071,29.0,0,2,1,0,221.0,1,0,0,5,8,,1.0,,0,3,0
12595,36.0,7,1,1,0,3425.0,1,1,0,26,8,61.0,8.0,,0,3,0
23493,58.0,4,1,2,0,4184.0,1,0,1,25,5,405.0,2.0,,0,3,0
8192,48.0,9,1,1,0,3387.0,0,0,0,13,1,274.0,2.0,,0,3,0
24639,61.0,4,0,1,0,-2.0,0,0,0,5,1,596.0,3.0,,0,3,1
17870,38.0,9,1,1,0,636.0,0,0,0,19,6,204.0,2.0,,0,3,0
1082,27.0,0,2,1,0,4.0,1,0,0,6,6,179.0,2.0,,0,3,0
4990,42.0,1,1,0,0,-2.0,1,0,0,9,8,206.0,2.0,,0,3,0
28060,45.0,3,1,2,0,464.0,0,0,0,21,9,316.0,3.0,157.0,1,0,0
20173,47.0,7,0,1,0,-118.0,0,1,0,25,5,159.0,3.0,,0,3,0
31157,37.0,9,1,1,0,1347.0,1,0,0,6,8,89.0,6.0,169.0,4,0,0
30178,51.0,0,0,1,0,3424.0,1,1,0,4,6,195.0,6.0,,0,3,0
16039,40.0,7,0,1,0,11173.0,1,0,0,14,8,237.0,6.0,373.0,1,1,0
3145,33.0,0,1,1,0,191.0,1,1,0,7,11,130.0,3.0,,0,3,0
7639,30.0,0,2,1,0,418.0,0,0,0,30,0,72.0,1.0,,0,3,0
30463,38.0,3,0,1,0,71.0,0,0,0,27,10,251.0,3.0,148.0,1,2,1
13961,24.0,7,2,1,0,89.0,0,0,0,16,5,110.0,1.0,,0,3,0
12641,41.0,10,1,0,0,3440.0,1,0,0,19,8,799.0,4.0,,0,3,0
18088,39.0,1,0,1,0,-5.0,1,0,0,19,9,236.0,1.0,,0,3,0
24441,20.0,0,2,2,0,379.0,0,0,0,5,6,165.0,1.0,,0,3,0
1558,38.0,9,1,2,0,216.0,0,0,0,19,1,139.0,4.0,,0,3,0
18423,34.0,1,0,1,0,2547.0,1,1,0,22,5,1426.0,2.0,,0,3,0
8015,32.0,1,1,0,0,5951.0,1,1,0,20,9,396.0,1.0,139.0,1,0,0
9638,37.0,9,2,1,0,4136.0,1,0,0,30,8,808.0,3.0,,0,3,1
8667,34.0,7,1,1,0,0.0,0,1,1,9,5,25.0,1.0,,0,3,0
5277,40.0,1,1,0,0,672.0,0,0,0,8,8,218.0,1.0,,0,3,0
4106,29.0,0,1,1,0,6424.0,1,1,0,14,8,545.0,1.0,352.0,2,0,0
15955,26.0,1,2,1,1,-8020.0,0,1,0,7,5,296.0,3.0,,0,3,0
23726,45.0,0,1,1,0,1215.0,1,0,0,20,0,367.0,2.0,339.0,1,1,0
30968,43.0,2,0,1,0,1588.0,1,1,0,20,6,23.0,8.0,,0,3,0
26918,57.0,5,1,1,0,4703.0,0,0,1,16,3,108.0,6.0,,0,3,0
7430,31.0,0,2,1,0,-136.0,1,0,0,27,8,339.0,2.0,,0,3,0
29179,38.0,1,1,0,0,18.0,0,0,1,20,9,44.0,1.0,,0,3,0
23026,33.0,10,2,1,0,5.0,1,0,0,14,8,147.0,2.0,,0,3,0
3692,43.0,4,1,0,0,5417.0,1,1,0,29,4,172.0,1.0,185.0,5,0,0
8902,56.0,10,1,1,0,-246.0,0,1,0,28,4,462.0,2.0,204.0,2,0,0
8785,40.0,1,1,0,0,-1.0,1,0,0,21,9,85.0,1.0,,0,3,0
19866,37.0,1,1,0,0,288.0,0,0,0,12,6,379.0,1.0,,0,3,0
10679,42.0,7,1,1,0,-2.0,0,0,0,31,5,50.0,34.0,,0,3,0
8004,26.0,9,2,2,0,814.0,1,0,0,29,8,146.0,3.0,,0,3,0
15113,26.0,7,2,1,0,2558.0,0,0,0,4,3,210.0,2.0,,0,3,0
4457,44.0,1,0,0,0,327.0,0,1,0,8,5,180.0,1.0,,0,3,0
25157,55.0,7,1,1,0,5490.0,1,0,0,30,5,243.0,3.0,,0,3,0
28733,39.0,9,2,1,0,867.0,1,0,0,13,8,364.0,1.0,348.0,1,0,0
13443,37.0,7,1,1,0,660.0,1,0,1,23,5,189.0,1.0,,0,3,0
19252,33.0,4,2,2,0,9633.0,0,0,0,7,10,189.0,2.0,96.0,2,0,0
16110,43.0,0,1,1,0,-876.0,1,0,0,20,6,194.0,4.0,,0,3,0
16910,39.0,1,1,0,0,137.0,1,0,0,14,8,0.0,5.0,,0,3,0
22005,43.0,1,1,1,0,132.0,1,1,0,11,8,517.0,1.0,,0,3,0
30651,36.0,9,0,2,0,-997.0,1,1,0,25,1,739.0,4.0,,0,3,0
24133,41.0,9,1,2,0,1034.0,1,0,0,18,8,366.0,2.0,,0,3,0
19389,58.0,5,1,2,0,41.0,0,0,0,29,1,76.0,4.0,,0,3,0
26393,37.0,4,2,2,0,3.0,0,0,0,24,5,155.0,1.0,,0,3,0
26458,34.0,1,1,1,0,1261.0,1,0,0,26,8,103.0,7.0,,0,3,0
1043,28.0,1,1,1,0,399.0,0,1,0,20,9,284.0,2.0,,0,3,0
30587,25.0,1,2,1,0,253.0,1,0,0,29,4,223.0,3.0,262.0,5,0,0
20861,32.0,1,1,1,0,258.0,0,0,0,1,6,331.0,1.0,,0,3,1
2482,36.0,9,2,1,0,1607.0,1,0,0,30,8,,3.0,,0,3,0
23077,50.0,7,0,1,0,-199.0,1,0,0,18,8,170.0,5.0,297.0,1,1,0
18631,42.0,10,0,1,0,759.0,0,0,0,28,4,77.0,1.0,169.0,3,0,0
25013,54.0,1,0,0,0,8183.0,0,0,0,14,8,861.0,2.0,360.0,1,0,1
11101,34.0,4,1,2,0,2396.0,0,0,0,6,1,221.0,7.0,,0,3,0
10942,46.0,1,1,1,0,2074.0,0,1,1,22,5,1157.0,2.0,,0,3,0
4357,52.0,1,1,1,0,794.0,1,0,1,24,5,752.0,1.0,,0,3,0
22262,44.0,9,1,1,0,234.0,1,0,0,24,5,189.0,1.0,,0,3,0
9634,31.0,0,0,1,0,-406.0,1,0,0,28,8,198.0,1.0,,0,3,0
10299,27.0,9,2,1,0,34.0,0,0,0,23,5,78.0,7.0,,0,3,0
21325,36.0,1,1,1,0,295.0,1,0,0,31,5,0.0,6.0,,0,3,0
4524,38.0,1,1,0,0,160.0,1,0,1,23,5,198.0,5.0,,0,3,0
12832,28.0,0,2,1,0,105.0,0,0,0,28,5,116.0,4.0,,0,3,0
1320,41.0,4,2,2,0,202.0,0,0,0,5,7,79.0,2.0,,0,3,0
28268,44.0,7,1,0,0,1807.0,1,1,0,13,1,68.0,7.0,,0,3,0
14247,29.0,0,2,2,0,46.0,0,0,0,2,3,91.0,3.0,,0,3,0
20285,50.0,1,1,1,0,2698.0,1,1,0,26,8,79.0,5.0,,0,3,0
26970,81.0,5,1,1,0,,0,0,1,28,2,,1.0,313.0,2,1,1
27715,73.0,5,0,1,0,4082.0,0,0,0,19,10,338.0,3.0,,0,3,1
30637,34.0,9,1,2,0,353.0,1,0,0,16,0,299.0,3.0,324.0,1,1,0
13177,26.0,4,2,2,0,137.0,0,1,0,8,5,153.0,,,0,3,0
8039,50.0,1,1,1,0,5245.0,1,0,0,29,8,143.0,1.0,,0,3,0
14800,33.0,2,1,1,0,130.0,1,0,0,7,8,160.0,2.0,,0,3,0
25492,29.0,10,0,2,0,1718.0,1,0,0,18,5,584.0,2.0,,0,3,0
18164,60.0,4,0,2,0,12.0,0,1,0,28,5,109.0,2.0,,0,3,0
18878,64.0,5,1,1,0,240.0,0,0,0,25,4,122.0,1.0,280.0,1,2,0
19150,37.0,4,2,2,0,755.0,1,0,1,20,0,45.0,2.0,266.0,5,0,0
4922,77.0,5,1,2,0,2988.0,0,0,0,22,0,233.0,1.0,,0,3,1
20140,38.0,7,1,1,0,2173.0,1,1,0,13,8,1398.0,1.0,,0,3,0
3352,40.0,4,1,1,0,4020.0,1,0,0,15,5,123.0,4.0,,0,3,0
1157,42.0,9,2,1,0,1149.0,1,0,0,20,6,0.0,10.0,,0,3,0
14381,25.0,0,2,1,0,3.0,1,0,0,27,8,270.0,1.0,,0,3,0
16962,69.0,5,0,0,0,274.0,0,0,0,15,0,89.0,1.0,,0,3,0
17618,39.0,1,1,0,0,1206.0,0,1,1,16,5,207.0,5.0,,0,3,0
26556,27.0,1,2,0,0,233.0,1,0,0,26,10,695.0,2.0,,0,3,1
24405,40.0,1,1,1,0,332.0,1,0,0,12,8,168.0,4.0,,0,3,0
8942,32.0,0,1,1,0,543.0,1,0,0,7,8,254.0,2.0,,0,3,0
14326,58.0,1,1,1,0,-261.0,1,1,0,14,8,87.0,1.0,370.0,2,0,0
18747,70.0,5,1,2,0,2653.0,0,0,0,24,1,87.0,3.0,200.0,2,0,0
3347,28.0,0,2,1,0,427.0,1,0,0,15,0,100.0,2.0,,0,3,0
23785,52.0,1,1,1,0,-286.0,1,0,0,9,8,68.0,1.0,,0,3,0
11427,29.0,0,2,1,0,-544.0,1,1,0,13,8,171.0,1.0,,0,3,0
13145,74.0,5,1,0,0,1763.0,0,0,1,14,11,820.0,1.0,187.0,4,0,1
5130,34.0,0,1,1,0,247.0,1,0,0,22,5,271.0,2.0,,0,3,0
17140,48.0,0,1,1,0,1357.0,1,0,0,14,8,92.0,4.0,,0,3,0
18140,30.0,1,1,1,0,264.0,1,0,0,3,6,599.0,1.0,,0,3,0
8841,,4,2,1,0,462.0,0,0,0,28,1,60.0,12.0,,0,3,0
28773,34.0,1,1,1,0,108.0,1,0,0,14,0,266.0,5.0,,0,3,0
24206,37.0,9,1,1,0,823.0,1,1,0,17,9,224.0,2.0,180.0,1,0,0
8201,29.0,10,1,1,0,3245.0,0,0,0,25,6,304.0,2.0,,0,3,0
7237,25.0,7,2,1,0,127.0,1,0,0,6,8,115.0,1.0,359.0,3,0,0
19865,45.0,4,0,2,0,17965.0,1,0,0,26,8,200.0,2.0,96.0,3,1,0
20984,55.0,1,1,0,0,4612.0,0,0,1,20,9,357.0,3.0,,0,3,0
25196,41.0,1,2,1,0,70.0,1,0,0,1,5,462.0,9.0,,0,3,1
3113,59.0,1,1,0,0,244.0,1,0,0,5,8,167.0,1.0,,0,3,0
30315,22.0,8,2,1,0,,1,0,0,9,8,77.0,1.0,,0,3,0
14955,30.0,7,2,1,0,85.0,1,0,0,9,8,850.0,9.0,,0,3,0
1108,45.0,4,1,2,0,3.0,0,0,0,28,4,309.0,2.0,,0,3,0
11587,32.0,0,0,1,0,339.0,1,0,0,21,8,506.0,2.0,,0,3,0
30741,60.0,4,1,1,0,3658.0,0,0,0,4,8,48.0,2.0,,0,3,0
27091,33.0,2,2,1,0,299.0,0,0,0,18,9,75.0,2.0,111.0,2,0,0
10995,42.0,1,1,1,0,381.0,0,1,0,30,5,123.0,3.0,,0,3,0
15776,34.0,8,2,1,0,1279.0,0,0,0,30,0,90.0,1.0,,0,3,0
27810,51.0,7,1,1,0,1128.0,0,0,0,4,1,681.0,1.0,,0,3,0
5255,33.0,9,1,1,0,676.0,0,0,0,23,5,165.0,3.0,,0,3,0
4905,57.0,1,1,0,0,3463.0,0,0,0,7,1,108.0,2.0,,0,3,0
8142,33.0,9,1,1,0,582.0,1,0,0,15,8,92.0,1.0,,0,3,0
10641,41.0,7,1,1,0,1330.0,0,0,0,30,5,106.0,1.0,,0,3,0
28861,33.0,4,1,2,0,2.0,0,0,0,11,1,227.0,2.0,,0,3,0
13332,51.0,7,1,1,0,5805.0,1,0,0,29,8,132.0,2.0,,0,3,0
12745,34.0,1,1,1,0,197.0,1,0,0,1,5,0.0,1.0,,0,3,0
145,30.0,4,2,2,0,225.0,0,0,0,6,1,123.0,3.0,,0,3,0
1738,50.0,0,1,1,0,190.0,0,1,0,26,6,92.0,1.0,,0,3,0
22075,51.0,9,0,1,0,307.0,0,0,0,24,5,376.0,2.0,,0,3,0
10347,46.0,1,1,1,0,452.0,0,1,0,18,1,631.0,6.0,,0,3,1
22293,45.0,1,0,0,0,595.0,1,0,0,29,8,836.0,2.0,,0,3,1
21726,28.0,1,1,1,0,1130.0,0,0,0,9,3,144.0,3.0,,0,3,0
21705,56.0,5,1,1,0,5520.0,0,0,0,20,6,135.0,1.0,,0,3,0
4280,24.0,3,2,0,1,-1010.0,1,1,0,21,5,238.0,1.0,,0,3,0
14383,39.0,4,1,2,0,591.0,1,0,0,18,9,50.0,1.0,,0,3,0
8839,35.0,4,2,2,1,-21.0,0,0,0,17,6,127.0,2.0,,0,3,0
1885,41.0,7,0,1,0,1152.0,0,1,0,18,9,187.0,1.0,138.0,1,0,0
21624,34.0,4,2,2,0,257.0,0,0,0,8,0,186.0,6.0,,0,3,0
7079,54.0,4,0,2,0,94.0,0,1,1,7,5,102.0,4.0,,0,3,0
8042,54.0,1,1,0,0,6389.0,1,0,0,12,8,170.0,8.0,,0,3,0
19228,27.0,8,2,2,0,-1.0,0,0,0,30,0,134.0,2.0,,0,3,0
27470,31.0,4,1,2,0,631.0,0,0,0,28,1,47.0,8.0,,0,3,0
16760,33.0,7,0,1,0,-392.0,1,0,0,27,8,158.0,2.0,,0,3,0
16619,29.0,1,2,0,0,10.0,1,0,0,9,8,133.0,4.0,,0,3,0
30609,35.0,4,1,2,0,3085.0,0,0,0,20,6,277.0,9.0,,0,3,0
27999,43.0,9,2,1,0,1680.0,1,0,0,2,6,85.0,2.0,,0,3,0
